1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,34,-0.087
1,1,1,34,-0.087,5,1,8,-0.117
1,1,1,34,-0.087,5,1,34,0.013
1,1,1,34,0.013,5,1,34,-0.087
1,1,1,34,0.013,5,1,8,-0.117
1,1,1,8,-0.117,5,1,34,0.013
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,0,4,1,0.142
1,1,4,1,0.142,0,1,8,-0.117
1,1,1,8,-0.117,0,4,1,0.143
1,1,4,1,0.143,0,1,8,-0.117
1,1,1,8,-0.117,0,4,1,0.142
1,1,4,1,0.142,0,1,8,-0.117
1,1,1,8,-0.117,0,4,1,0.142
1,1,4,1,0.142,0,1,8,-0.117
1,1,1,34,-0.087,5,1,11,-0.087
1,1,1,11,-0.087,5,1,34,-0.087
1,1,1,11,-0.087,5,1,11,0.013
1,1,1,11,0.013,5,1,11,-0.087
1,1,1,11,0.013,5,1,8,-0.117
1,1,1,8,-0.117,5,1,11,0.013
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,34,0.013
1,1,1,34,0.013,5,1,8,-0.117
1,1,1,8,-0.117,0,4,1,0.143
1,1,4,1,0.143,0,1,8,-0.117
1,1,1,8,-0.117,0,4,1,0.143
1,1,4,1,0.143,0,1,8,-0.117
1,1,1,11,-0.087,5,1,8,-0.117
1,1,1,8,-0.117,5,1,11,-0.087
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,8,-0.117
1,1,1,8,-0.117,5,1,11,0.013
1,1,1,11,0.013,5,1,8,-0.117
1,1,1,8,-0.117,0,4,1,0.142
1,1,4,1,0.142,0,1,8,-0.117
